budget,id,popularity,release_date,revenue,runtime,vote_average,vote_count,doy,year,dow,week,genre_drama,genre_comedy,genre_thriller,genre_romance,genre_action,genre_horror,genre_crime,genre_documentary,genre_adventure,genre_science_fiction,other_genre,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5
0,21032.0,12.140733,1995-12-22,11348324.0,78.0,7.1,423.0,356.0,1995.0,4.0,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,4724.0,382.0,2233.0,12077.0,110001.0
44000000,10858.0,5.092,1995-12-22,13681765.0,192.0,7.1,72.0,356.0,1995.0,4.0,51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4173.0,11148.0,6280.0,228.0,382.0
98000000,1408.0,7.284477,1995-12-22,10017322.0,119.0,5.7,137.0,356.0,1995.0,4.0,51,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,16935.0,8654.0,8924.0,7868.0,8979.0
52000000,524.0,10.137389,1995-11-22,116112375.0,178.0,7.8,1343.0,326.0,1995.0,2.0,47,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,380.0,4430.0,4517.0,4512.0,7167.0
16500000,4584.0,10.673167,1995-12-13,135000000.0,136.0,7.2,364.0,347.0,1995.0,2.0,50,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,7056.0,3291.0,207.0,4566.0
4000000,5.0,9.026586,1995-12-09,4300000.0,98.0,6.5,539.0,343.0,1995.0,5.0,49,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3129.0,3131.0,3130.0,3125.0,3141.0
30000000,9273.0,8.205448,1995-11-10,212385533.0,90.0,6.1,1128.0,314.0,1995.0,4.0,45,0.0,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0,206.0,3547.0,4001.0,57096.0,4029.0
60000000,11517.0,7.337906,1995-11-21,35431113.0,103.0,5.4,224.0,325.0,1995.0,1.0,47,0.0,0.33,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0,10814.0,57755.0,16866.0,9287.0,2955.0
30250000,8012.0,12.669608,1995-10-20,115101622.0,105.0,6.4,305.0,293.0,1995.0,4.0,42,0.0,0.33,0.33,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,8891.0,193.0,14343.0,518.0,1117.0
0,1710.0,10.701801,1995-10-27,0.0,124.0,6.5,199.0,300.0,1995.0,4.0,43,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10205.0,18686.0,883.0,18687.0,18688.0
50000000,9691.0,11.065939,1995-10-06,30303072.0,132.0,6.0,394.0,279.0,1995.0,4.0,40,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,16483.0,3131.0,1231.0,58556.0,17348.0
0,12665.0,12.133094,1995-10-27,0.0,111.0,6.3,143.0,300.0,1995.0,4.0,43,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,2453.0,54789.0,2714.0,4785.0,36637.0
3600000,451.0,10.332025,1995-10-27,49800000.0,112.0,7.1,365.0,300.0,1995.0,4.0,43,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2963.0,1951.0,6104.0,6105.0,6106.0
0,16420.0,1.845899,1995-12-15,0.0,123.0,7.0,33.0,349.0,1995.0,4.0,50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2975.0,1350.0,11181.0,27631.0,232174.0
12000000,9263.0,8.681325,1995-10-20,27400000.0,100.0,6.6,91.0,293.0,1995.0,4.0,42,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6886.0,12929.0,2155.0,29369.0,12930.0
0,17015.0,2.228434,1995-09-27,0.0,104.0,7.4,36.0,270.0,1995.0,2.0,39,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30318.0,8785.0,87415.0,10981.0,14465.0
18000000,902.0,9.822423,1995-05-16,1738611.0,108.0,7.6,308.0,136.0,1995.0,1.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,2372.0,2413.0,13842.0,13843.0,13687.0
0,37557.0,1.100915,1995-04-30,0.0,108.0,6.5,17.0,120.0,1995.0,6.0,17,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,643.0,146097.0,150151.0,143358.0,150152.0
0,9909.0,9.481338,1995-08-11,180000000.0,99.0,6.4,249.0,223.0,1995.0,4.0,32,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1160.0,10477.0,24047.0,11902.0,12642.0
29500000,63.0,12.297305,1995-12-29,168840000.0,129.0,7.4,2470.0,363.0,1995.0,4.0,52,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,62.0,289.0,287.0,290.0,52.0
0,78802.0,0.745542,1996-09-18,0.0,50.0,6.8,4.0,262.0,1996.0,2.0,38,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,4138.0,4513.0,3999.0,58406.0,554094.0
30000000,9598.0,14.404764,1995-07-18,254134910.0,89.0,6.0,756.0,199.0,1995.0,1.0,29,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58136.0,6199.0,52699.0,1331.0,35109.0
0,47018.0,1.493361,1995-11-08,0.0,121.0,6.4,16.0,312.0,1995.0,2.0,45,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7056.0,378.0,27764.0,54447.0,17328.0
11000000,687.0,6.891317,1995-12-29,39363635.0,122.0,7.3,350.0,363.0,1995.0,4.0,52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4038.0,2228.0,10360.0,10361.0,8655.0
0,139405.0,0.114469,1995-10-20,0.0,51.0,3.5,2.0,293.0,1995.0,4.0,42,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1467084.0,1467085.0,1467086.0,19208.0,1218074.0
0,33689.0,7.777735,1995-11-17,0.0,101.0,6.1,149.0,321.0,1995.0,4.0,46,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1796.0,26472.0,67848.0,67849.0,92255.0
12000000,9603.0,9.882383,1995-07-19,0.0,97.0,6.9,828.0,200.0,1995.0,2.0,29,0.33,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5588.0,58150.0,328.0,22226.0,49002.0
0,34615.0,0.894647,1995-12-15,676525.0,106.0,6.7,13.0,349.0,1995.0,4.0,50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15152.0,17764.0,123831.0,123833.0,123834.0
0,31174.0,4.561387,1995-12-29,0.0,104.0,6.9,50.0,363.0,1995.0,4.0,52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1327.0,516.0,388.0,5470.0,42566.0
10000000,11443.0,9.87957,1995-10-06,0.0,119.0,6.6,80.0,279.0,1995.0,4.0,40,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,18291.0,65827.0,66.0,6862.0,69447.0
19000000,35196.0,10.979269,1995-12-29,0.0,117.0,6.3,30.0,363.0,1995.0,4.0,52,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3223.0,5344.0,4783.0,11207.0,3291.0
18000000,9312.0,10.870138,1995-08-18,122195920.0,101.0,5.4,452.0,230.0,1995.0,4.0,33,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,38559.0,57250.0,57251.0,11398.0,20751.0
20000000,577.0,10.448481,1995-05-20,21284514.0,106.0,6.7,177.0,140.0,1995.0,5.0,20,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2227.0,2876.0,73421.0,1893.0,7796.0
10000000,11861.0,4.485958,1995-10-06,23574130.0,116.0,6.5,38.0,279.0,1995.0,4.0,40,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920.0,10774.0,9560.0,18794.0,14500.0
33000000,807.0,18.45743,1995-09-22,327311859.0,127.0,8.1,5915.0,265.0,1995.0,4.0,38,0.0,0.0,0.33,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,287.0,192.0,12052.0,11885.0,1979.0
55000000,10530.0,13.280069,1995-06-14,346079773.0,81.0,6.7,1509.0,165.0,1995.0,2.0,24,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,65529.0,2461.0,28010.0,31365.0,3203.0
0,8391.0,3.302524,1995-05-05,0.0,96.0,5.9,10.0,125.0,1995.0,4.0,18,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54818.0,54819.0,15319.0,20173.0,
6000000,629.0,16.302466,1995-07-19,23341568.0,106.0,8.1,3334.0,200.0,1995.0,2.0,29,0.33,0.0,0.33,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,9045.0,5168.0,9046.0,7166.0,4935.0
0,117164.0,0.595949,1994-11-22,0.0,93.0,6.3,3.0,326.0,1994.0,1.0,47,0.33,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,74375.0,63941.0,1093379.0,42137.0,53552.0
15000000,11448.0,15.899134,1995-09-13,6700000.0,95.0,6.7,145.0,256.0,1995.0,2.0,37,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1243.0,23931.0,1283.0,1164.0,10560.0
0,49133.0,1.361286,1994-01-01,0.0,116.0,7.7,11.0,1.0,1994.0,5.0,52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27392.0,25819.0,1149435.0,1180060.0,1904515.0
0,26441.0,5.982764,1995-09-29,0.0,100.0,5.2,41.0,272.0,1995.0,4.0,39,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,26472.0,46423.0,6067.0,8659.0,69395.0
0,97406.0,4.093443,1995-05-19,0.0,115.0,6.1,15.0,139.0,1995.0,4.0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10431.0,51544.0,15854.0,7268.0,42746.0
0,124057.0,0.307075,1997-07-08,0.0,89.0,3.0,1.0,189.0,1997.0,1.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,198643.0,56890.0,41743.0,1569328.0,11086.0
0,9089.0,8.416802,1995-11-02,17519169.0,103.0,6.3,39.0,306.0,1995.0,3.0,44,0.33,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18686.0,3223.0,10774.0,1466.0,6194.0
0,11010.0,10.168437,1994-09-22,0.0,108.0,7.6,181.0,265.0,1994.0,3.0,38,0.33,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24366.0,67792.0,10777.0,14149.0,538696.0
0,99040.0,0.120789,1995-09-29,0.0,100.0,6.5,2.0,272.0,1995.0,4.0,39,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38524.0,1019878.0,1019879.0,5470.0,223877.0
45000000,11359.0,10.673296,1995-07-14,0.0,96.0,5.9,136.0,195.0,1995.0,4.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,69301.0,69302.0,32225.0,28633.0,1318612.0
20000000,17182.0,4.733526,1996-01-12,0.0,101.0,5.8,65.0,12.0,1996.0,4.0,2,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2628.0,228.0,821.0,33689.0
0,2054.0,7.137117,1995-12-29,106269971.0,137.0,6.9,115.0,363.0,1995.0,4.0,52,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3037.0,21104.0,21105.0,3019.0,3905.0
0,10607.0,11.700115,1996-01-12,0.0,89.0,6.2,192.0,12.0,1996.0,4.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35690.0,9562.0,66131.0,27590.0,2535.0
0,19760.0,2.174487,1996-01-12,0.0,96.0,4.5,14.0,12.0,1996.0,4.0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18277.0,5724.0,5050.0,8435.0,66131.0
15000000,9536.0,6.387469,1996-01-12,0.0,88.0,4.4,110.0,12.0,1996.0,4.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64998.0,9045.0,16484.0,43433.0,7676.0
0,11525.0,2.49535,1996-01-12,2409225.0,92.0,2.8,32.0,12.0,1996.0,4.0,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,29459.0,40009.0,58119.0,36898.0,72612.0
0,40628.0,4.046208,1995-10-22,0.0,85.0,5.4,11.0,295.0,1995.0,6.0,42,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124150.0,1158.0,1161.0,4887.0,25879.0
0,4482.0,2.518051,1995-02-08,0.0,95.0,6.0,43.0,39.0,1995.0,2.0,6,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25256.0,35137.0,4275.0,13689.0,35908.0
3500000,10634.0,14.56965,1995-04-26,28215918.0,91.0,7.0,513.0,116.0,1995.0,2.0,17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9778.0,66.0,9781.0,8396.0,56902.0
19000000,755.0,15.339153,1996-01-19,25836616.0,108.0,6.9,1644.0,19.0,1996.0,4.0,3,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,1461.0,138.0,1037.0,3196.0,11158.0
50000000,11859.0,5.912223,1995-11-03,11534477.0,91.0,4.1,54.0,307.0,1995.0,4.0,44,0.0,0.0,0.33,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,13021.0,33665.0,782.0,4443.0,30488.0
0,28387.0,3.367276,1995-10-06,718490.0,96.0,7.0,36.0,279.0,1995.0,4.0,40,0.33,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52419.0,46423.0,52930.0,7036.0,78190.0
0,48750.0,1.479446,1995-03-22,0.0,175.0,6.6,8.0,81.0,1995.0,2.0,12,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3829.0,35211.0,63895.0,141054.0,6014.0
0,20927.0,10.412194,1996-01-26,19030691.0,87.0,5.1,27.0,26.0,1996.0,4.0,4,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2224.0,31140.0,21063.0,16851.0,4890.0
15000000,36929.0,2.936443,1996-01-26,2042530.0,90.0,3.9,16.0,26.0,1996.0,4.0,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8872.0,74036.0,105962.0,10556.0,4175.0
20000000,9102.0,12.758848,1995-09-08,5781885.0,108.0,6.1,154.0,251.0,1995.0,4.0,36,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,27811.0,56977.0,56978.0,56979.0,25689.0
0,124626.0,0.133893,1995-02-18,0.0,70.0,7.3,3.0,49.0,1995.0,5.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,938895.0,109142.0,14397.0,7491.0,18627.0
0,27526.0,5.756462,1995-11-15,0.0,111.0,6.1,74.0,319.0,1995.0,2.0,46,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,52.0,5657.0,32.0,6721.0
44000000,9623.0,6.010579,1996-02-02,0.0,118.0,5.5,91.0,33.0,1996.0,4.0,5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3416.0,7447.0,24045.0,8256.0,4691.0
0,46785.0,1.196256,1995-01-01,0.0,85.0,7.5,20.0,1.0,1995.0,6.0,52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1034640.0,1034642.0,1034643.0,1387299.0,1387300.0
8000000,400.0,4.486179,1995-12-01,529766.0,116.0,6.7,87.0,335.0,1995.0,4.0,48,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1271.0,1062.0,4520.0,5502.0,4515.0
900000,880.0,2.030174,1995-09-12,0.0,102.0,7.2,26.0,255.0,1995.0,1.0,37,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13506.0,13507.0,13508.0,13509.0,13510.0
0,146599.0,0.252287,1996-01-26,0.0,115.0,4.5,2.0,26.0,1996.0,4.0,4,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19739.0,119598.0,157439.0,53918.0,54800.0
0,188588.0,0.531159,1995-11-22,0.0,108.0,0.0,0.0,326.0,1995.0,2.0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,990400.0,22137.0,69697.0,175081.0,24368.0
0,8447.0,2.15166,1995-09-10,0.0,118.0,6.3,17.0,253.0,1995.0,6.0,36,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40900.0,5470.0,14326.0,55037.0,35862.0
38000000,10534.0,9.568604,1996-02-02,10300000.0,129.0,6.3,86.0,33.0,1996.0,4.0,5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1229.0,6692.0,47879.0,24965.0,23958.0
16000000,17414.0,4.814825,1996-01-12,0.0,88.0,5.1,59.0,12.0,1996.0,4.0,2,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,1206.0,6450.0,27564.0,4757.0,171373.0
0,13997.0,8.963037,1996-02-01,32.0,87.0,6.0,124.0,32.0,1996.0,3.0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58198.0,60950.0,31511.0,21561.0,2048.0
8169363,2086.0,6.848591,1995-11-22,8175346.0,90.0,6.1,190.0,326.0,1995.0,2.0,47,0.33,0.0,0.33,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,85.0,21365.0,17764.0,4690.0,21366.0
0,61548.0,0.411424,1995-09-14,0.0,91.0,6.7,3.0,257.0,1995.0,3.0,37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12261.0,9030.0,16476.0,8975.0,11867.0
47000000,9095.0,12.866139,1996-02-23,12379402.0,104.0,5.7,77.0,54.0,1996.0,4.0,8,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1204.0,6949.0,47722.0,5658.0,515.0
14000000,12158.0,9.071127,1995-10-26,19800000.0,100.0,4.5,113.0,299.0,1995.0,3.0,43,0.0,0.33,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,776.0,9780.0,32486.0,66554.0,56902.0
0,9283.0,4.670562,1996-02-09,0.0,112.0,6.6,103.0,40.0,1996.0,4.0,6,0.33,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2876.0,11315.0,49425.0,34485.0,16327.0
50000000,9208.0,14.957626,1996-02-09,150270147.0,108.0,5.7,459.0,40.0,1996.0,4.0,6,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,8891.0,2224.0,20767.0,18792.0,4029.0
0,40154.0,0.513391,1995-12-01,0.0,99.0,7.5,6.0,335.0,1995.0,4.0,48,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29859.0,13637.0,17483.0,32357.0,12094.0
3000000,406.0,12.108196,1995-05-31,0.0,98.0,7.9,695.0,151.0,1995.0,2.0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1925.0,5418.0,5419.0,5420.0,72270.0
0,45549.0,2.657647,1994-12-06,0.0,105.0,5.6,13.0,340.0,1994.0,1.0,49,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,41381.0,9642.0,28848.0,30087.0,48.0
0,63076.0,0.638211,1995-12-27,0.0,106.0,6.8,4.0,361.0,1995.0,2.0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,92561.0,92032.0,1144665.0,1144666.0,74954.0
0,11062.0,4.807223,1996-02-16,0.0,111.0,6.0,67.0,47.0,1996.0,4.0,7,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1158.0,3036.0,2233.0,1004.0,2641.0
7000000,13685.0,6.904831,1996-02-21,560069.0,91.0,6.8,285.0,52.0,1996.0,2.0,8,0.33,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,36422.0,887.0,74940.0,71555.0,52797.0
0,47475.0,3.329264,1996-02-16,0.0,96.0,3.3,16.0,47.0,1996.0,4.0,7,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8984.0,3234.0,923.0,23709.0
18000000,2045.0,2.464425,1996-02-23,0.0,106.0,5.3,22.0,54.0,1996.0,4.0,8,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,11477.0,9625.0,9979.0,4443.0,19839.0
12000000,9614.0,9.592265,1996-02-16,41205099.0,92.0,6.5,767.0,47.0,1996.0,4.0,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19292.0,7399.0,4443.0,31171.0,11794.0
24000000,688.0,5.951077,1995-05-28,182016617.0,135.0,7.3,397.0,148.0,1995.0,6.0,21,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5064.0,190.0,6907.0,10379.0,10380.0
0,11907.0,1.015068,1994-11-07,0.0,104.0,5.1,5.0,311.0,1994.0,0.0,45,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22686.0,70887.0,70888.0,9931.0,1084.0
0,10874.0,6.902423,1996-02-16,34327391.0,100.0,6.5,93.0,47.0,1996.0,4.0,7,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,13472.0,19996.0,12094.0,9188.0,64181.0
0,89333.0,0.976707,1995-12-08,0.0,95.0,7.0,2.0,342.0,1995.0,4.0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,937034.0,937035.0,103057.0,50841.0,3664.0
0,96357.0,0.001346,1995-05-20,0.0,110.0,0.0,0.0,140.0,1995.0,5.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10361.0,1112607.0,36197.0,4944.0,56930.0
72000000,197.0,20.755149,1995-05-24,210000000.0,177.0,7.7,3404.0,144.0,1995.0,2.0,21,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2461.0,2462.0,1957.0,2463.0,2464.0
1300000,103.0,14.092713,1976-02-07,28262574.0,114.0,8.1,2632.0,38.0,1976.0,5.0,6,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,380.0,1036.0,1037.0,1038.0,1039.0
7500000,33542.0,12.314278,1995-01-30,32392047.0,91.0,6.5,245.0,30.0,1995.0,0.0,5,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,18897.0,44917.0,10875.0,44922.0,44919.0
35000000,43566.0,2.938293,1996-02-23,0.0,108.0,5.8,37.0,54.0,1996.0,4.0,8,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5064.0,3896.0,820.0,658.0,1473.0
0,71754.0,0.372697,1995-09-13,0.0,114.0,7.5,2.0,256.0,1995.0,2.0,37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1283.0,19901.0,198287.0,18794.0,6074.0
